isotype	cluster	PC1	PC2	PC1_var_exp	PC2_var_exp	data
JU1896	Europe	-16.1539077590102	2.10640149395244	NA	NA	SNVs
JU1934	Europe	-20.0089245768387	2.16478185010007	NA	NA	SNVs
JU2001	Africa	-14.5855047331122	1.09866574895246	NA	NA	SNVs
JU2007	Europe	-19.5576266017011	1.76054920240196	NA	NA	SNVs
JU2016	N. America	-19.4478977460563	1.61696728656785	NA	NA	SNVs
JU2017	N. America	-15.313624118087	2.06552346623823	NA	NA	SNVs
JU2106	Europe	-18.0757196756287	1.72220026480677	NA	NA	SNVs
JU2131	Europe	-18.6469398721978	1.88663814441791	NA	NA	SNVs
JU2141	Europe	-20.3803548276741	2.70911177592371	NA	NA	SNVs
JU2234	Europe	-15.047090058542	0.758049011525048	NA	NA	SNVs
JU2250	Europe	-19.7463697052166	1.94380291104653	NA	NA	SNVs
JU2257	Europe	-20.9516450030028	2.17326115107923	NA	NA	SNVs
JU2316	Europe	-5.76471892020402	-1.9107912425907	NA	NA	SNVs
JU2464	S. America	-16.8867485713919	-0.912179947380131	NA	NA	SNVs
JU2466	S. America	-20.1711593433395	1.87692741315649	NA	NA	SNVs
JU2478	Europe	-20.9221862091311	1.46114472287395	NA	NA	SNVs
JU2513	Europe	-17.5490220151955	1.19081467121488	NA	NA	SNVs
JU2519	Europe	-14.6533189662332	1.21975063397257	NA	NA	SNVs
JU2522	Europe	-19.3478134285102	2.64835371575396	NA	NA	SNVs
JU2526	Europe	-6.63844521196606	-0.685804797637121	NA	NA	SNVs
JU2534	Europe	-21.7156217097745	2.23722854240046	NA	NA	SNVs
JU2565	Europe	-21.0486466233133	2.49627191804341	NA	NA	SNVs
JU2566	Europe	-21.1129534499218	2.14113535225483	NA	NA	SNVs
JU2570	Europe	-20.2037532373973	1.5957388205382	NA	NA	SNVs
JU2572	Europe	-21.8574412466789	2.16035433062151	NA	NA	SNVs
JU2575	Europe	-22.3740997186893	2.79486980689511	NA	NA	SNVs
JU2576	Europe	-17.4943306401878	1.91131573538847	NA	NA	SNVs
JU2578	Europe	-18.9746940808704	2.10028525700413	NA	NA	SNVs
JU258	Atlantic	-12.1524174341399	1.35760611590814	NA	NA	SNVs
JU2581	Europe	-17.0257183867004	2.13950732527936	NA	NA	SNVs
JU2586	Europe	-17.4963311244949	1.88027784371381	NA	NA	SNVs
JU2587	Europe	-17.6781928915058	1.94209052344119	NA	NA	SNVs
JU2592	Europe	-19.8311933518676	2.65460771482423	NA	NA	SNVs
JU2593	Europe	-17.8817954717453	2.63491993068579	NA	NA	SNVs
JU2600	Europe	-19.729215074544	2.09989969836628	NA	NA	SNVs
JU2610	Europe	-19.6666110851452	2.20671597961098	NA	NA	SNVs
JU2619	N. America	-19.4650889267205	3.12835335243755	NA	NA	SNVs
JU2800	Europe	-17.5548345771948	1.46471678970416	NA	NA	SNVs
JU2811	Australia	-15.9489448476787	1.69191657945911	NA	NA	SNVs
JU2825	Europe	-19.1152368655843	1.69742471654157	NA	NA	SNVs
JU2829	Europe	-15.6683867235342	2.13280081206976	NA	NA	SNVs
JU2838	N. America	-15.181507286644	1.19361687808154	NA	NA	SNVs
JU2841	New Zealand	-15.7869305709334	1.39525269216313	NA	NA	SNVs
JU2853	Europe	-19.6295481540664	1.70081250440594	NA	NA	SNVs
JU2862	Europe	-19.9298081045566	1.54486694954901	NA	NA	SNVs
JU2866	N. America	-17.3696872396868	1.55911159552089	NA	NA	SNVs
JU2878	N. America	-14.6422035734996	-0.821181067957243	NA	NA	SNVs
JU2879	N. America	-13.9134369308294	1.8988095749232	NA	NA	SNVs
JU2906	Europe	-21.9445625048429	2.84591577288803	NA	NA	SNVs
JU2907	Europe	-22.533821425192	3.03883824404118	NA	NA	SNVs
JU310	Europe	-20.1607703391107	2.21428974577044	NA	NA	SNVs
JU311	Europe	-20.4664034589874	2.8389979719204	NA	NA	SNVs
JU3125	Europe	-21.275889954553	2.4650770206102	NA	NA	SNVs
JU3127	Europe	-19.9274549172107	2.40162718263845	NA	NA	SNVs
JU3128	Europe	-19.5205761828738	2.60699002648605	NA	NA	SNVs
JU3132	Europe	-21.3286233631065	2.89208616751632	NA	NA	SNVs
JU3134	Europe	-18.9743415067327	1.98717261863679	NA	NA	SNVs
JU3135	Europe	-17.7394977236211	1.88032487339622	NA	NA	SNVs
JU3137	Europe	-16.2168687596009	2.48748895843053	NA	NA	SNVs
JU3140	Europe	-18.8318589782686	1.83256756397184	NA	NA	SNVs
JU3141	Europe	-21.4395076623796	2.614808804474	NA	NA	SNVs
JU3144	Africa	-19.469796594851	2.22327771764608	NA	NA	SNVs
JU3166	Atlantic	-13.3565206716452	0.324439295180114	NA	NA	SNVs
JU3167	Atlantic	-14.1969018153027	1.30408119781441	NA	NA	SNVs
JU3169	Atlantic	-11.934513483623	1.39402166203623	NA	NA	SNVs
JU3224	New Zealand	-13.3648003830976	-1.28948665170182	NA	NA	SNVs
JU3225	New Zealand	-18.6532116068871	1.65826569273124	NA	NA	SNVs
JU3226	New Zealand	59.3028950404773	-58.4573783462752	NA	NA	SNVs
JU3228	New Zealand	-11.158853072191	-4.78308425292569	NA	NA	SNVs
JU323	Europe	-20.9320794678785	1.94435175325132	NA	NA	SNVs
JU3280	Europe	-15.1176540992567	1.08855488346472	NA	NA	SNVs
JU3282	Europe	-18.5801211991303	1.20752696556366	NA	NA	SNVs
JU3291	Europe	-19.385640776308	2.00258847507131	NA	NA	SNVs
JU3318	Asia	-17.7099003618505	1.12861127152134	NA	NA	SNVs
JU346	Europe	-20.2931482371421	1.73698760937082	NA	NA	SNVs
JU360	Europe	-20.6577686868168	2.93387782691649	NA	NA	SNVs
JU367	Europe	-21.4281096273877	2.45607009168182	NA	NA	SNVs
JU3795	Europe	-19.0276020414359	1.83321613047693	NA	NA	SNVs
JU393	Europe	-21.8140435829713	2.63992190290838	NA	NA	SNVs
JU394	Europe	-18.6393817843263	1.7165713870602	NA	NA	SNVs
JU397	Europe	-21.5849935043095	2.86558136644112	NA	NA	SNVs
JU4047	Asia	-13.6438549355855	1.4521531757066	NA	NA	SNVs
JU406	Europe	-20.4049905670446	2.529336081155	NA	NA	SNVs
JU4073	Asia	-19.6684756264454	1.92795586143269	NA	NA	SNVs
JU4082	Asia	-8.33143689791392	1.86352378980598	NA	NA	SNVs
JU4098	Asia	-19.3658263887695	2.03183251139971	NA	NA	SNVs
JU440	Europe	-20.8607856682109	2.30677100730875	NA	NA	SNVs
JU561	Europe	-20.4268581972348	2.09470024751535	NA	NA	SNVs
JU642	Europe	-20.2677634490065	2.52946593202479	NA	NA	SNVs
JU751	Europe	-20.84076436095	2.70820106904596	NA	NA	SNVs
JU774	Europe	-19.9927788320584	2.50628845325566	NA	NA	SNVs
JU775	Europe	-10.0284701798047	0.948696829835672	NA	NA	SNVs
JU778	Europe	-18.5839742791945	2.65965165734408	NA	NA	SNVs
JU782	Europe	-17.0707777221085	2.22905486617889	NA	NA	SNVs
JU792	Europe	-19.6815368121083	1.87754121075875	NA	NA	SNVs
JU830	Europe	-21.1613952960485	2.54123058177894	NA	NA	SNVs
JU847	Europe	-19.6972328891299	1.74362839770018	NA	NA	SNVs
KR314	N. America	-16.8013227905998	1.49487476942819	NA	NA	SNVs
LKC34	Africa	-20.8253325564315	2.46733829811345	NA	NA	SNVs
MY1	Europe	-16.2472098155975	-0.363767338051002	NA	NA	SNVs
MY10	Europe	-17.2387860641659	0.9292339156659	NA	NA	SNVs
MY16	Europe	-12.532578970158	2.59920330443335	NA	NA	SNVs
MY18	Europe	-17.8378363681357	2.25288052997114	NA	NA	SNVs
MY2147	Europe	-19.5282826198869	2.23474202823003	NA	NA	SNVs
MY2212	Europe	-18.977108312411	2.99516048675443	NA	NA	SNVs
MY23	Europe	-8.33012157507419	1.87145210768119	NA	NA	SNVs
MY2453	Europe	-19.2800702407935	2.38406097135341	NA	NA	SNVs
MY2530	Europe	-19.4587408370195	1.59592900099423	NA	NA	SNVs
MY2535	Europe	-20.1164746627889	1.99551847510471	NA	NA	SNVs
MY2573	Europe	-20.0697405140975	2.0394814814113	NA	NA	SNVs
MY2585	Europe	-17.7626685775658	1.28766214507154	NA	NA	SNVs
MY2693	Europe	-18.7452908835995	1.67591381551151	NA	NA	SNVs
MY2713	Europe	-18.0912395685282	1.89960475557837	NA	NA	SNVs
MY2741	Europe	-17.0853873651164	1.4814455492061	NA	NA	SNVs
MY518	Europe	-17.1846674905955	1.42745538712807	NA	NA	SNVs
MY679	Europe	-18.4681823920808	1.4223779239382	NA	NA	SNVs
MY772	Europe	-21.4434530317085	2.77191964292168	NA	NA	SNVs
MY795	Europe	-18.3159725484109	2.096581919247	NA	NA	SNVs
MY920	Europe	-19.7660105891384	1.76246145159591	NA	NA	SNVs
N2	Europe	-22.501147162117	2.546625521872	NA	NA	SNVs
NIC1	Europe	-21.2671209274052	1.60320004630515	NA	NA	SNVs
NIC1049	Europe	-19.6564182977419	1.86562906774569	NA	NA	SNVs
NIC1107	Europe	-21.3390926048947	2.53500144783477	NA	NA	SNVs
NIC1119	S. America	-18.5047031094212	1.5991558571587	NA	NA	SNVs
NIC166	Europe	-18.8763330945513	2.390084000151	NA	NA	SNVs
NIC1779	Atlantic	-18.2459845836285	2.13097479987402	NA	NA	SNVs
NIC1780	Atlantic	-9.45642943343223	1.29225788505004	NA	NA	SNVs
NIC1782	Atlantic	-15.1136994731251	1.75117146854982	NA	NA	SNVs
NIC1783	Atlantic	-15.8524883143623	1.67779090194818	NA	NA	SNVs
NIC1785	Atlantic	-11.5313273849525	1.03973998383	NA	NA	SNVs
NIC1786	Atlantic	-14.1675199340776	1.84945619458937	NA	NA	SNVs
NIC1787	Atlantic	-8.46092967981568	2.12875371194361	NA	NA	SNVs
NIC1788	Atlantic	-14.4915524634059	1.80373319697011	NA	NA	SNVs
NIC1789	Atlantic	-7.45725848496034	1.03841215819585	NA	NA	SNVs
NIC1790	Atlantic	-9.83890404983424	1.241136350852	NA	NA	SNVs
NIC1791	Atlantic	-13.737514871032	1.33610874828369	NA	NA	SNVs
NIC1792	Atlantic	-13.2006392536873	1.78649916705919	NA	NA	SNVs
NIC1794	Atlantic	-13.1034085231181	1.08724087906319	NA	NA	SNVs
NIC1796	Atlantic	-13.4193276394188	2.26063994869867	NA	NA	SNVs
NIC1798	Atlantic	-8.27518801307337	0.642027732064502	NA	NA	SNVs
NIC1799	Atlantic	-14.8859039119798	1.63843166532588	NA	NA	SNVs
NIC1801	Atlantic	-10.2895265518217	2.15959470396596	NA	NA	SNVs
NIC1802	Atlantic	-12.3863258085357	2.24798011251566	NA	NA	SNVs
NIC1805	Atlantic	-14.8346276157382	1.62420623946955	NA	NA	SNVs
NIC1806	Atlantic	-8.74474739299855	2.16833065664868	NA	NA	SNVs
NIC1808	Atlantic	-15.5812644401634	1.81207310077015	NA	NA	SNVs
NIC1809	Atlantic	-15.5346145805711	1.28254018212646	NA	NA	SNVs
NIC1810	Atlantic	-9.25324124643944	1.61198548087306	NA	NA	SNVs
NIC1811	Atlantic	-14.4123472942979	1.85254751841486	NA	NA	SNVs
NIC1812	Atlantic	-15.1142304456173	0.480298577930083	NA	NA	SNVs
NIC1832	Europe	-20.283098381278	2.65414779505762	NA	NA	SNVs
NIC195	Atlantic	-12.5909982345763	1.52270636367819	NA	NA	SNVs
NIC199	Atlantic	-14.456665450829	1.00466509483736	NA	NA	SNVs
NIC2	Europe	-22.4239155601646	2.39471111166941	NA	NA	SNVs
NIC207	Europe	-21.5372114364492	2.49435114964176	NA	NA	SNVs
NIC231	Europe	-20.1388144662611	1.95075702062575	NA	NA	SNVs
NIC236	Europe	-19.1991008822971	2.10993704014237	NA	NA	SNVs
NIC242	Europe	-21.5374898614258	2.27429970595211	NA	NA	SNVs
NIC251	Atlantic	-1.49280768806846	-1.75729978426886	NA	NA	SNVs
NIC252	Atlantic	-14.7966988469523	1.7186416152854	NA	NA	SNVs
NIC255	Europe	-21.7534990456129	3.0357374357413	NA	NA	SNVs
NIC256	Europe	-16.3020520591693	1.48844524538049	NA	NA	SNVs
NIC258	Europe	-11.846423030028	-0.473277944912152	NA	NA	SNVs
NIC259	Europe	-19.2881139657017	2.51549574902618	NA	NA	SNVs
NIC260	Europe	-12.1763274857875	-1.19884306109819	NA	NA	SNVs
NIC261	Europe	-13.9789539653153	1.75334433369125	NA	NA	SNVs
NIC262	Europe	-13.7778128304216	0.951902555436242	NA	NA	SNVs
NIC265	Europe	-6.5633732101631	-0.947202824340535	NA	NA	SNVs
NIC266	Europe	-13.755357307861	0.386808460105391	NA	NA	SNVs
NIC267	Europe	-18.7525156839743	1.71305948947854	NA	NA	SNVs
NIC268	Europe	-9.65356496331326	2.09748432147436	NA	NA	SNVs
NIC269	Europe	-18.9108729259952	1.78574366035942	NA	NA	SNVs
NIC271	Europe	-15.6696526623956	1.39728377806293	NA	NA	SNVs
NIC272	Europe	-17.4414567694692	1.15275812864571	NA	NA	SNVs
NIC274	Europe	-16.7479314125153	1.84040021744799	NA	NA	SNVs
NIC275	Europe	-18.8745808710034	1.32254008054295	NA	NA	SNVs
NIC276	Europe	-19.6305765067767	1.7939900470897	NA	NA	SNVs
NIC277	Europe	-21.5192875282537	2.55863927962929	NA	NA	SNVs
NIC3	Europe	-16.9772958057318	1.00602803653333	NA	NA	SNVs
NIC501	Europe	-17.8123265243092	1.87285161308287	NA	NA	SNVs
NIC511	Europe	-20.1809837189337	2.52576173430537	NA	NA	SNVs
NIC513	Europe	-18.338496182326	2.30765608800467	NA	NA	SNVs
NIC514	Europe	-19.6061659304343	2.48047200587588	NA	NA	SNVs
NIC515	Europe	-19.2289259543186	1.97080601903244	NA	NA	SNVs
NIC522	Europe	-19.9171487276425	2.78137424091166	NA	NA	SNVs
NIC523	Europe	-14.7296555498193	1.96934763023462	NA	NA	SNVs
NIC526	Europe	-17.0878778830058	1.97860975487741	NA	NA	SNVs
NIC527	Europe	-19.5396831360324	2.62644711190353	NA	NA	SNVs
NIC528	Europe	-19.4112503366303	2.20055901089459	NA	NA	SNVs
NIC529	Europe	-19.5800916401687	2.75616614605196	NA	NA	SNVs
PB303	Unknown	-18.8238794783089	1.45661897725784	NA	NA	SNVs
PB306	Unknown	-11.9536901790144	-0.292527130115614	NA	NA	SNVs
PS2025	N. America	-9.81736444358033	0.413487035750438	NA	NA	SNVs
PX179	N. America	-21.4388064270707	2.29057643369439	NA	NA	SNVs
QG2075	N. America	-15.8509121380399	1.12221859144832	NA	NA	SNVs
QG2811	Australia	-19.2392521825182	2.23329323716026	NA	NA	SNVs
QG2813	Australia	-17.3730248179974	1.14186312745518	NA	NA	SNVs
QG2818	Australia	-20.5008940640588	1.88941255280464	NA	NA	SNVs
QG2823	Australia	-21.5790475793452	2.55069439310515	NA	NA	SNVs
QG2824	Australia	-22.1347722034283	2.88167681484523	NA	NA	SNVs
QG2825	Australia	-21.991314715854	2.63857240530606	NA	NA	SNVs
QG2827	Australia	-17.7667269043362	1.85722235535422	NA	NA	SNVs
QG2828	Australia	-17.9162639991945	1.93862445756261	NA	NA	SNVs
QG2832	Australia	-17.6448078913874	2.45821526957179	NA	NA	SNVs
QG2835	Australia	-19.7076664438512	2.52591926251734	NA	NA	SNVs
QG2836	Australia	-19.2110849715997	2.26583928389512	NA	NA	SNVs
QG2837	Australia	-15.4412687768035	1.40305912268108	NA	NA	SNVs
QG2838	Australia	-14.8535981251666	1.14013981045753	NA	NA	SNVs
QG2841	Australia	-13.4818697698918	-2.3832294226924	NA	NA	SNVs
QG2843	Australia	-19.5798580715824	1.73278076921495	NA	NA	SNVs
QG2846	Australia	-15.0399469891254	1.27925373056336	NA	NA	SNVs
QG2850	Australia	-19.14686727564	1.61573460548928	NA	NA	SNVs
QG2854	Australia	-18.0497932995266	1.74257623305911	NA	NA	SNVs
QG2855	Australia	-17.4063797064849	1.64860092469581	NA	NA	SNVs
QG2857	Australia	-18.1014493315097	1.5163600614309	NA	NA	SNVs
QG2873	Australia	-15.3938553748566	1.16416371272628	NA	NA	SNVs
QG2874	Australia	-16.2547249214108	1.2476821154558	NA	NA	SNVs
QG2875	Australia	-18.1990409943393	1.37501298848777	NA	NA	SNVs
QG2877	Australia	-19.6910821492376	2.35035373506555	NA	NA	SNVs
QG2932	Australia	-19.5262265437647	2.14939072254643	NA	NA	SNVs
QG4003	Australia	-21.5245502702818	2.66335137047372	NA	NA	SNVs
QG4004	Australia	-21.0533593355417	2.79203935717824	NA	NA	SNVs
QG4006	Australia	-21.5103917175874	2.20673477620894	NA	NA	SNVs
QG4008	Australia	-19.7337147005731	2.23759189307134	NA	NA	SNVs
QG4010	Australia	-20.8663410525762	2.42315736541972	NA	NA	SNVs
QG4012	Australia	-18.3276937360843	2.41876755646882	NA	NA	SNVs
QG4015	Australia	-18.0190442016938	2.34983020384833	NA	NA	SNVs
QG4017	Australia	-20.6452899986458	2.19571704158158	NA	NA	SNVs
QG4018	Australia	-20.4176786709373	2.14032466948194	NA	NA	SNVs
QG4021	Australia	-17.6828271505995	1.63488565462123	NA	NA	SNVs
QG4080	Australia	-13.6925318537825	1.04115871630456	NA	NA	SNVs
QG4103	Australia	-14.0024240290633	1.34495743762958	NA	NA	SNVs
QG4135	Australia	-16.2941976377483	2.01472399886466	NA	NA	SNVs
QG4138	Australia	-20.0444968703701	2.4884815707314	NA	NA	SNVs
QG4151	Australia	-19.332376202353	2.04016072104578	NA	NA	SNVs
QG4193	Australia	-18.1852468143826	1.6351707218882	NA	NA	SNVs
QG4226	Australia	-16.9389444054484	1.39331005353738	NA	NA	SNVs
QG4228	Australia	-13.8224282381084	-1.09502942996002	NA	NA	SNVs
QG536	N. America	-18.5332363741612	1.07125667297284	NA	NA	SNVs
QG556	N. America	-10.3875031472311	0.993151824778215	NA	NA	SNVs
QG557	N. America	-14.6775873460337	1.12755699229596	NA	NA	SNVs
QW947	S. America	-14.6299439187005	-2.6249281016191	NA	NA	SNVs
QX1211	N. America	58.4736330135388	-56.2759873116379	NA	NA	SNVs
QX1212	N. America	-15.1748189485464	0.934936998012585	NA	NA	SNVs
QX1233	N. America	-14.6952638848602	1.61630927070472	NA	NA	SNVs
QX1791	Hawaii	-4.87796088463564	-0.0402478798285563	NA	NA	SNVs
QX1792	Hawaii	-9.67465343746662	1.08030858965632	NA	NA	SNVs
QX1793	Hawaii	-9.29654739019617	1.31161273205816	NA	NA	SNVs
QX1794	Hawaii	-7.00164723895093	-1.24139742537379	NA	NA	SNVs
RC301	Europe	-18.3950999409544	1.71028587957481	NA	NA	SNVs
TWN2530	Asia	-18.5699017915026	2.04328628625775	NA	NA	SNVs
TWN2542	Asia	-18.5949192844843	1.90431502405691	NA	NA	SNVs
WN2001	Europe	-15.8398082323447	1.68176243882645	NA	NA	SNVs
WN2002	Europe	-17.6082916245213	0.965521592401697	NA	NA	SNVs
WN2033	Europe	-18.2996254005034	1.84696268728701	NA	NA	SNVs
WN2050	Europe	-18.1176133035865	1.60139604090798	NA	NA	SNVs
WN2063	Europe	-19.69765792574	2.3335027014999	NA	NA	SNVs
WN2064	Europe	-20.6596747518539	2.27929049295574	NA	NA	SNVs
WN2066	Europe	-21.1000186661884	2.01772674753473	NA	NA	SNVs
WN2068	Europe	-19.6230906909755	2.21949456282143	NA	NA	SNVs
WN2069	Europe	-20.6852488487005	1.74082925857997	NA	NA	SNVs
WN2082	Europe	-16.4711327567899	1.89168468693804	NA	NA	SNVs
WN2086	Europe	-20.7943747375936	2.05878750625195	NA	NA	SNVs
XZ1513	Hawaii	-10.1769277243231	-0.171811237852871	NA	NA	SNVs
XZ1514	Hawaii	58.0815562694536	-56.0168221982945	NA	NA	SNVs
XZ1515	Hawaii	-14.3481058266384	0.52299153263473	NA	NA	SNVs
XZ1516	Hawaii	50.5279333883857	-13.0134679269786	NA	NA	SNVs
XZ1672	N. America	-19.3590637105302	1.58668109722757	NA	NA	SNVs
XZ1734	S. America	-17.4152189895878	2.04352663969182	NA	NA	SNVs
XZ1735	S. America	-15.9492864257058	2.66116976902486	NA	NA	SNVs
XZ1756	N. America	-18.1219679786011	1.72928492613426	NA	NA	SNVs
XZ2018	Unknown	-20.0872314265613	1.89772831004593	NA	NA	SNVs
XZ2019	N. America	2.68096596417826	1.84691976926126	NA	NA	SNVs
XZ2020	N. America	-19.1216854588611	2.31723167728628	NA	NA	SNVs
XZ2211	Hawaii	-9.39093201460101	1.24242456618539	NA	NA	SNVs
